======================================================================
Latent COT Dynamical Systems Analysis
======================================================================
Output directory: results\coconut_gpt2\20260415_164805

[Step 1] Loading model...
Loaded coconut model from checkpoints/coconut

[Step 2] Running inference on dataset...
Map:   0%|          | 0/1319 [00:00<?, ? examples/s]Map: 100%|##########| 1319/1319 [00:00<00:00, 54680.92 examples/s]

GSM8K concept distribution (full test split, 1319 rows):
  Geometry                      : 21
  Rates & Speed                 : 105
  Percentages & Ratios          : 188
  Money & Pricing               : 423
  Fractions & Decimals          : 172
  Multiplication & Division     : 25
  Arithmetic & Multi-step       : 385
  WARNING: concept 'Geometry' has only 21 samples (quota=500); using all 21
  WARNING: concept 'Rates & Speed' has only 105 samples (quota=500); using all 105
  WARNING: concept 'Percentages & Ratios' has only 188 samples (quota=500); using all 188
  WARNING: concept 'Money & Pricing' has only 423 samples (quota=500); using all 423
  WARNING: concept 'Fractions & Decimals' has only 172 samples (quota=500); using all 172
  WARNING: concept 'Multiplication & Division' has only 25 samples (quota=500); using all 25
  WARNING: concept 'Arithmetic & Multi-step' has only 385 samples (quota=500); using all 385

Stratified sample counts (total=1319):
  Geometry                      : 21
  Rates & Speed                 : 105
  Percentages & Ratios          : 188
  Money & Pricing               : 423
  Fractions & Decimals          : 172
  Multiplication & Division     : 25
  Arithmetic & Multi-step       : 385
[1/1319] Label=Arithmetic & Multi-step      Expected=4.0, Predicted=3.0, Correct=False, Latent shape=torch.Size([6, 768])
[210/1319] Label=Money & Pricing              Expected=360.0, Predicted=360.0, Correct=True, Latent shape=torch.Size([6, 768])
[211/1319] Label=Arithmetic & Multi-step      Expected=25.0, Predicted=17.0, Correct=False, Latent shape=torch.Size([6, 768])
[212/1319] Label=Arithmetic & Multi-step      Expected=160.0, Predicted=145.0, Correct=False, Latent shape=torch.Size([6, 768])
[213/1319] Label=Arithmetic & Multi-step      Expected=5.0, Predicted=5.0, Correct=True, Latent shape=torch.Size([6, 768])
[214/1319] Label=Money & Pricing              Expected=60.0, Predicted=60.0, Correct=True, Latent shape=torch.Size([6, 768])
[215/1319] Label=Arithmetic & Multi-step      Expected=40.0, Predicted=30.0, Correct=False, Latent shape=torch.Size([6, 768])
[216/1319] Label=Arithmetic & Multi-step      Expected=100.0, Predicted=119.0, Correct=False, Latent shape=torch.Size([6, 768])
[217/1319] Label=Fractions & Decimals         Expected=138.0, Predicted=98.0, Correct=False, Latent shape=torch.Size([6, 768])
[218/1319] Label=Percentages & Ratios         Expected=30.0, Predicted=571.0, Correct=False, Latent shape=torch.Size([6, 768])
[219/1319] Label=Money & Pricing              Expected=8.0, Predicted=8.0, Correct=True, Latent shape=torch.Size([6, 768])
[220/1319] Label=Money & Pricing              Expected=35.0, Predicted=35.0, Correct=True, Latent shape=torch.Size([6, 768])
[221/1319] Label=Fractions & Decimals         Expected=1.0, Predicted=1.0, Correct=True, Latent shape=torch.Size([6, 768])
[222/1319] Label=Arithmetic & Multi-step      Expected=390.0, Predicted=4.0, Correct=False, Latent shape=torch.Size([6, 768])
[223/1319] Label=Fractions & Decimals         Expected=50.0, Predicted=67.0, Correct=False, Latent shape=torch.Size([6, 768])
[224/1319] Label=Fractions & Decimals         Expected=68.0, Predicted=12.0, Correct=False, Latent shape=torch.Size([6, 768])
[225/1319] Label=Fractions & Decimals         Expected=30.0, Predicted=30.0, Correct=True, Latent shape=torch.Size([6, 768])
[226/1319] Label=Arithmetic & Multi-step      Expected=2600.0, Predicted=2000.0, Correct=False, Latent shape=torch.Size([6, 768])
[227/1319] Label=Money & Pricing              Expected=7.0, Predicted=6.0, Correct=False, Latent shape=torch.Size([6, 768])
[228/1319] Label=Money & Pricing              Expected=5.0, Predicted=30.0, Correct=False, Latent shape=torch.Size([6, 768])
[229/1319] Label=Multiplication & Division    Expected=300.0, Predicted=12.0, Correct=False, Latent shape=torch.Size([6, 768])
[230/1319] Label=Percentages & Ratios         Expected=15.0, Predicted=15.0, Correct=True, Latent shape=torch.Size([6, 768])
[231/1319] Label=Money & Pricing              Expected=19.0, Predicted=22.0, Correct=False, Latent shape=torch.Size([6, 768])
[232/1319] Label=Arithmetic & Multi-step      Expected=6400.0, Predicted=576.0, Correct=False, Latent shape=torch.Size([6, 768])
[233/1319] Label=Multiplication & Division    Expected=16.0, Predicted=16.67, Correct=False, Latent shape=torch.Size([6, 768])
[234/1319] Label=Percentages & Ratios         Expected=14.0, Predicted=8.0, Correct=False, Latent shape=torch.Size([6, 768])
[235/1319] Label=Money & Pricing              Expected=8.0, Predicted=0.45, Correct=False, Latent shape=torch.Size([6, 768])
[236/1319] Label=Money & Pricing              Expected=4.0, Predicted=4.0, Correct=True, Latent shape=torch.Size([6, 768])
[237/1319] Label=Percentages & Ratios         Expected=3528.0, Predicted=4030.0, Correct=False, Latent shape=torch.Size([6, 768])
[238/1319] Label=Percentages & Ratios         Expected=15400.0, Predicted=9600.0, Correct=False, Latent shape=torch.Size([6, 768])
[239/1319] Label=Percentages & Ratios         Expected=6.0, Predicted=5.0, Correct=False, Latent shape=torch.Size([6, 768])
[240/1319] Label=Arithmetic & Multi-step      Expected=15.0, Predicted=8.0, Correct=False, Latent shape=torch.Size([6, 768])
[241/1319] Label=Money & Pricing              Expected=101.0, Predicted=101.0, Correct=True, Latent shape=torch.Size([6, 768])
[242/1319] Label=Multiplication & Division    Expected=20.0, Predicted=20.0, Correct=True, Latent shape=torch.Size([6, 768])
[243/1319] Label=Money & Pricing              Expected=3.0, Predicted=-2.0, Correct=False, Latent shape=torch.Size([6, 768])
[244/1319] Label=Arithmetic & Multi-step      Expected=81.0, Predicted=180.0, Correct=False, Latent shape=torch.Size([6, 768])
[245/1319] Label=Arithmetic & Multi-step      Expected=28.0, Predicted=22.0, Correct=False, Latent shape=torch.Size([6, 768])
[246/1319] Label=Arithmetic & Multi-step      Expected=22.0, Predicted=22.0, Correct=True, Latent shape=torch.Size([6, 768])
[247/1319] Label=Money & Pricing              Expected=34.0, Predicted=26.25, Correct=False, Latent shape=torch.Size([6, 768])
[248/1319] Label=Fractions & Decimals         Expected=26.0, Predicted=8.0, Correct=False, Latent shape=torch.Size([6, 768])
[249/1319] Label=Rates & Speed                Expected=35.0, Predicted=3.5, Correct=False, Latent shape=torch.Size([6, 768])
[250/1319] Label=Arithmetic & Multi-step      Expected=15.0, Predicted=15.0, Correct=True, Latent shape=torch.Size([6, 768])
[251/1319] Label=Geometry                     Expected=60.0, Predicted=2.0, Correct=False, Latent shape=torch.Size([6, 768])
[252/1319] Label=Money & Pricing              Expected=330000.0, Predicted=1920000.0, Correct=False, Latent shape=torch.Size([6, 768])
[253/1319] Label=Fractions & Decimals         Expected=36.0, Predicted=36.0, Correct=True, Latent shape=torch.Size([6, 768])
[254/1319] Label=Arithmetic & Multi-step      Expected=33.0, Predicted=33.0, Correct=True, Latent shape=torch.Size([6, 768])
[255/1319] Label=Money & Pricing              Expected=98.0, Predicted=66.0, Correct=False, Latent shape=torch.Size([6, 768])
[256/1319] Label=Rates & Speed                Expected=260.0, Predicted=227.0, Correct=False, Latent shape=torch.Size([6, 768])
[257/1319] Label=Arithmetic & Multi-step      Expected=11.0, Predicted=3.0, Correct=False, Latent shape=torch.Size([6, 768])
[258/1319] Label=Fractions & Decimals         Expected=12.0, Predicted=12.0, Correct=True, Latent shape=torch.Size([6, 768])
[259/1319] Label=Fractions & Decimals         Expected=48.0, Predicted=-2.0, Correct=False, Latent shape=torch.Size([6, 768])
[260/1319] Label=Arithmetic & Multi-step      Expected=1240.0, Predicted=1100.0, Correct=False, Latent shape=torch.Size([6, 768])
[261/1319] Label=Arithmetic & Multi-step      Expected=38.0, Predicted=38.0, Correct=True, Latent shape=torch.Size([6, 768])
[262/1319] Label=Arithmetic & Multi-step      Expected=26.0, Predicted=26.0, Correct=True, Latent shape=torch.Size([6, 768])
[263/1319] Label=Money & Pricing              Expected=60.0, Predicted=60.0, Correct=True, Latent shape=torch.Size([6, 768])
[264/1319] Label=Arithmetic & Multi-step      Expected=6.0, Predicted=8.0, Correct=False, Latent shape=torch.Size([6, 768])
[265/1319] Label=Percentages & Ratios         Expected=113.0, Predicted=124.0, Correct=False, Latent shape=torch.Size([6, 768])
[266/1319] Label=Money & Pricing              Expected=49.0, Predicted=66.0, Correct=False, Latent shape=torch.Size([6, 768])
[267/1319] Label=Rates & Speed                Expected=29.0, Predicted=14.0, Correct=False, Latent shape=torch.Size([6, 768])
[268/1319] Label=Rates & Speed                Expected=64.0, Predicted=8.0, Correct=False, Latent shape=torch.Size([6, 768])
[269/1319] Label=Rates & Speed                Expected=180000.0, Predicted=198000.0, Correct=False, Latent shape=torch.Size([6, 768])
[270/1319] Label=Money & Pricing              Expected=13.0, Predicted=73.0, Correct=False, Latent shape=torch.Size([6, 768])
[271/1319] Label=Money & Pricing              Expected=150.0, Predicted=120.0, Correct=False, Latent shape=torch.Size([6, 768])
[272/1319] Label=Arithmetic & Multi-step      Expected=8.0, Predicted=8.0, Correct=True, Latent shape=torch.Size([6, 768])
[273/1319] Label=Money & Pricing              Expected=5.0, Predicted=5.0, Correct=True, Latent shape=torch.Size([6, 768])
[274/1319] Label=Money & Pricing              Expected=88.0, Predicted=89.508, Correct=False, Latent shape=torch.Size([6, 768])
[275/1319] Label=Rates & Speed                Expected=375.0, Predicted=375.0, Correct=True, Latent shape=torch.Size([6, 768])
[276/1319] Label=Money & Pricing              Expected=110.0, Predicted=110.0, Correct=True, Latent shape=torch.Size([6, 768])
[277/1319] Label=Percentages & Ratios         Expected=3.0, Predicted=0.0, Correct=False, Latent shape=torch.Size([6, 768])
[278/1319] Label=Fractions & Decimals         Expected=14.0, Predicted=16.0, Correct=False, Latent shape=torch.Size([6, 768])
[279/1319] Label=Money & Pricing              Expected=74.0, Predicted=100.0, Correct=False, Latent shape=torch.Size([6, 768])
[280/1319] Label=Percentages & Ratios         Expected=360.0, Predicted=360.0, Correct=True, Latent shape=torch.Size([6, 768])
[281/1319] Label=Geometry                     Expected=72.0, Predicted=72.0, Correct=True, Latent shape=torch.Size([6, 768])
[282/1319] Label=Percentages & Ratios         Expected=91.0, Predicted=49.0, Correct=False, Latent shape=torch.Size([6, 768])
[283/1319] Label=Percentages & Ratios         Expected=20.0, Predicted=20.0, Correct=True, Latent shape=torch.Size([6, 768])
[284/1319] Label=Rates & Speed                Expected=240.0, Predicted=11.0, Correct=False, Latent shape=torch.Size([6, 768])
[285/1319] Label=Arithmetic & Multi-step      Expected=31.0, Predicted=26.0, Correct=False, Latent shape=torch.Size([6, 768])
[286/1319] Label=Arithmetic & Multi-step      Expected=8.0, Predicted=8.0, Correct=True, Latent shape=torch.Size([6, 768])
[287/1319] Label=Fractions & Decimals         Expected=79.0, Predicted=6.0, Correct=False, Latent shape=torch.Size([6, 768])
[288/1319] Label=Money & Pricing              Expected=7500.0, Predicted=250.0, Correct=False, Latent shape=torch.Size([6, 768])
[289/1319] Label=Rates & Speed                Expected=3200.0, Predicted=3200.0, Correct=True, Latent shape=torch.Size([6, 768])
[290/1319] Label=Money & Pricing              Expected=20.0, Predicted=30.0, Correct=False, Latent shape=torch.Size([6, 768])
[291/1319] Label=Money & Pricing              Expected=34.0, Predicted=34.0, Correct=True, Latent shape=torch.Size([6, 768])
[292/1319] Label=Money & Pricing              Expected=15.0, Predicted=15.0, Correct=True, Latent shape=torch.Size([6, 768])
[293/1319] Label=Geometry                     Expected=11232.0, Predicted=220.0, Correct=False, Latent shape=torch.Size([6, 768])
[294/1319] Label=Arithmetic & Multi-step      Expected=195.0, Predicted=195.0, Correct=True, Latent shape=torch.Size([6, 768])
[295/1319] Label=Arithmetic & Multi-step      Expected=2.0, Predicted=5.0, Correct=False, Latent shape=torch.Size([6, 768])
[296/1319] Label=Money & Pricing              Expected=12.0, Predicted=12.0, Correct=True, Latent shape=torch.Size([6, 768])
[297/1319] Label=Money & Pricing              Expected=55.0, Predicted=55.0, Correct=True, Latent shape=torch.Size([6, 768])
[298/1319] Label=Money & Pricing              Expected=120.0, Predicted=20.0, Correct=False, Latent shape=torch.Size([6, 768])
[299/1319] Label=Money & Pricing              Expected=8.0, Predicted=8.5, Correct=False, Latent shape=torch.Size([6, 768])
[300/1319] Label=Money & Pricing              Expected=5600.0, Predicted=3200.0, Correct=False, Latent shape=torch.Size([6, 768])
[301/1319] Label=Arithmetic & Multi-step      Expected=96.0, Predicted=80.0, Correct=False, Latent shape=torch.Size([6, 768])
[302/1319] Label=Arithmetic & Multi-step      Expected=49.0, Predicted=23.0, Correct=False, Latent shape=torch.Size([6, 768])
[303/1319] Label=Rates & Speed                Expected=4.0, Predicted=2.0, Correct=False, Latent shape=torch.Size([6, 768])
[304/1319] Label=Money & Pricing              Expected=1260.0, Predicted=1260.0, Correct=True, Latent shape=torch.Size([6, 768])
[305/1319] Label=Money & Pricing              Expected=3.0, Predicted=3.0, Correct=True, Latent shape=torch.Size([6, 768])
[306/1319] Label=Money & Pricing              Expected=18.0, Predicted=12.0, Correct=False, Latent shape=torch.Size([6, 768])
[307/1319] Label=Money & Pricing              Expected=90000.0, Predicted=40000.0, Correct=False, Latent shape=torch.Size([6, 768])
[308/1319] Label=Arithmetic & Multi-step      Expected=100.0, Predicted=100.0, Correct=True, Latent shape=torch.Size([6, 768])
[309/1319] Label=Arithmetic & Multi-step      Expected=45.0, Predicted=18.0, Correct=False, Latent shape=torch.Size([6, 768])
[310/1319] Label=Arithmetic & Multi-step      Expected=100.0, Predicted=600.0, Correct=False, Latent shape=torch.Size([6, 768])
[311/1319] Label=Money & Pricing              Expected=144.0, Predicted=288.0, Correct=False, Latent shape=torch.Size([6, 768])
[312/1319] Label=Arithmetic & Multi-step      Expected=14.0, Predicted=2.0, Correct=False, Latent shape=torch.Size([6, 768])
[313/1319] Label=Rates & Speed                Expected=10.0, Predicted=9.0, Correct=False, Latent shape=torch.Size([6, 768])
[314/1319] Label=Money & Pricing              Expected=7.0, Predicted=7.0, Correct=True, Latent shape=torch.Size([6, 768])
[315/1319] Label=Arithmetic & Multi-step      Expected=600.0, Predicted=600.0, Correct=True, Latent shape=torch.Size([6, 768])
[316/1319] Label=Fractions & Decimals         Expected=100.0, Predicted=600.0, Correct=False, Latent shape=torch.Size([6, 768])
[317/1319] Label=Arithmetic & Multi-step      Expected=452.0, Predicted=55.0, Correct=False, Latent shape=torch.Size([6, 768])
[318/1319] Label=Money & Pricing              Expected=75.0, Predicted=75.0, Correct=True, Latent shape=torch.Size([6, 768])
[319/1319] Label=Arithmetic & Multi-step      Expected=120.0, Predicted=0.0, Correct=False, Latent shape=torch.Size([6, 768])
[320/1319] Label=Money & Pricing              Expected=2.0, Predicted=8.0, Correct=False, Latent shape=torch.Size([6, 768])
[321/1319] Label=Money & Pricing              Expected=17.0, Predicted=28.0, Correct=False, Latent shape=torch.Size([6, 768])
[322/1319] Label=Rates & Speed                Expected=230.0, Predicted=230.0, Correct=True, Latent shape=torch.Size([6, 768])
[323/1319] Label=Percentages & Ratios         Expected=25.0, Predicted=150.0, Correct=False, Latent shape=torch.Size([6, 768])
[324/1319] Label=Rates & Speed                Expected=60.0, Predicted=60.0, Correct=True, Latent shape=torch.Size([6, 768])
[325/1319] Label=Arithmetic & Multi-step      Expected=80.0, Predicted=89.0, Correct=False, Latent shape=torch.Size([6, 768])
[326/1319] Label=Arithmetic & Multi-step      Expected=93.0, Predicted=189.0, Correct=False, Latent shape=torch.Size([6, 768])
[327/1319] Label=Fractions & Decimals         Expected=18.0, Predicted=18.0, Correct=True, Latent shape=torch.Size([6, 768])
[328/1319] Label=Money & Pricing              Expected=2.0, Predicted=1.5, Correct=False, Latent shape=torch.Size([6, 768])
[329/1319] Label=Percentages & Ratios         Expected=50.0, Predicted=40.0, Correct=False, Latent shape=torch.Size([6, 768])
[330/1319] Label=Arithmetic & Multi-step      Expected=8.0, Predicted=8.0, Correct=True, Latent shape=torch.Size([6, 768])
[331/1319] Label=Money & Pricing              Expected=216.0, Predicted=72.0, Correct=False, Latent shape=torch.Size([6, 768])
[332/1319] Label=Money & Pricing              Expected=225.0, Predicted=225.0, Correct=True, Latent shape=torch.Size([6, 768])
[333/1319] Label=Money & Pricing              Expected=10.0, Predicted=13.0, Correct=False, Latent shape=torch.Size([6, 768])
[334/1319] Label=Money & Pricing              Expected=8.0, Predicted=8.0, Correct=True, Latent shape=torch.Size([6, 768])
[335/1319] Label=Percentages & Ratios         Expected=40.0, Predicted=42.86, Correct=False, Latent shape=torch.Size([6, 768])
[336/1319] Label=Rates & Speed                Expected=20.0, Predicted=3.0, Correct=False, Latent shape=torch.Size([6, 768])
[337/1319] Label=Fractions & Decimals         Expected=35.0, Predicted=35.0, Correct=True, Latent shape=torch.Size([6, 768])
[338/1319] Label=Money & Pricing              Expected=240.0, Predicted=250.0, Correct=False, Latent shape=torch.Size([6, 768])
[339/1319] Label=Fractions & Decimals         Expected=34.0, Predicted=34.0, Correct=True, Latent shape=torch.Size([6, 768])
[340/1319] Label=Rates & Speed                Expected=15.0, Predicted=30.0, Correct=False, Latent shape=torch.Size([6, 768])
[341/1319] Label=Arithmetic & Multi-step      Expected=770.0, Predicted=420.0, Correct=False, Latent shape=torch.Size([6, 768])
[342/1319] Label=Arithmetic & Multi-step      Expected=10.0, Predicted=10.0, Correct=True, Latent shape=torch.Size([6, 768])
[343/1319] Label=Fractions & Decimals         Expected=12.0, Predicted=12.25, Correct=False, Latent shape=torch.Size([6, 768])
[344/1319] Label=Percentages & Ratios         Expected=255.0, Predicted=260.0, Correct=False, Latent shape=torch.Size([6, 768])
[345/1319] Label=Money & Pricing              Expected=155.0, Predicted=154.0, Correct=False, Latent shape=torch.Size([6, 768])
[346/1319] Label=Money & Pricing              Expected=75.0, Predicted=25.0, Correct=False, Latent shape=torch.Size([6, 768])
[347/1319] Label=Fractions & Decimals         Expected=14.0, Predicted=0.0, Correct=False, Latent shape=torch.Size([6, 768])
[348/1319] Label=Arithmetic & Multi-step      Expected=20.0, Predicted=19.0, Correct=False, Latent shape=torch.Size([6, 768])
[349/1319] Label=Percentages & Ratios         Expected=9500.0, Predicted=73000.0, Correct=False, Latent shape=torch.Size([6, 768])
[350/1319] Label=Fractions & Decimals         Expected=17.0, Predicted=13.0, Correct=False, Latent shape=torch.Size([6, 768])
[351/1319] Label=Fractions & Decimals         Expected=30.0, Predicted=120.0, Correct=False, Latent shape=torch.Size([6, 768])
[352/1319] Label=Arithmetic & Multi-step      Expected=79.0, Predicted=107.0, Correct=False, Latent shape=torch.Size([6, 768])
[353/1319] Label=Money & Pricing              Expected=43500.0, Predicted=47000.0, Correct=False, Latent shape=torch.Size([6, 768])
[354/1319] Label=Percentages & Ratios         Expected=34.0, Predicted=14.0, Correct=False, Latent shape=torch.Size([6, 768])
[355/1319] Label=Percentages & Ratios         Expected=20.0, Predicted=10.0, Correct=False, Latent shape=torch.Size([6, 768])
[356/1319] Label=Fractions & Decimals         Expected=7.0, Predicted=7.0, Correct=True, Latent shape=torch.Size([6, 768])
[357/1319] Label=Percentages & Ratios         Expected=29.0, Predicted=25.0, Correct=False, Latent shape=torch.Size([6, 768])
[358/1319] Label=Fractions & Decimals         Expected=2.0, Predicted=2.0, Correct=True, Latent shape=torch.Size([6, 768])
[359/1319] Label=Percentages & Ratios         Expected=44.0, Predicted=9.0, Correct=False, Latent shape=torch.Size([6, 768])
[360/1319] Label=Rates & Speed                Expected=12.0, Predicted=2.22, Correct=False, Latent shape=torch.Size([6, 768])
[361/1319] Label=Money & Pricing              Expected=21.0, Predicted=175.0, Correct=False, Latent shape=torch.Size([6, 768])
[362/1319] Label=Arithmetic & Multi-step      Expected=51.0, Predicted=110.0, Correct=False, Latent shape=torch.Size([6, 768])
[363/1319] Label=Money & Pricing              Expected=36.0, Predicted=102.0, Correct=False, Latent shape=torch.Size([6, 768])
[364/1319] Label=Money & Pricing              Expected=12.0, Predicted=9.0, Correct=False, Latent shape=torch.Size([6, 768])
[365/1319] Label=Arithmetic & Multi-step      Expected=13.0, Predicted=13.0, Correct=True, Latent shape=torch.Size([6, 768])
[366/1319] Label=Money & Pricing              Expected=2640.0, Predicted=2160.0, Correct=False, Latent shape=torch.Size([6, 768])
[367/1319] Label=Arithmetic & Multi-step      Expected=1.0, Predicted=2.0, Correct=False, Latent shape=torch.Size([6, 768])
[368/1319] Label=Percentages & Ratios         Expected=33.0, Predicted=14.0, Correct=False, Latent shape=torch.Size([6, 768])
[369/1319] Label=Rates & Speed                Expected=1.0, Predicted=3.0, Correct=False, Latent shape=torch.Size([6, 768])
[370/1319] Label=Percentages & Ratios         Expected=41.0, Predicted=56.0, Correct=False, Latent shape=torch.Size([6, 768])
[371/1319] Label=Arithmetic & Multi-step      Expected=20.0, Predicted=20.0, Correct=True, Latent shape=torch.Size([6, 768])
[372/1319] Label=Arithmetic & Multi-step      Expected=6.0, Predicted=1.75, Correct=False, Latent shape=torch.Size([6, 768])
[373/1319] Label=Rates & Speed                Expected=120.0, Predicted=120.0, Correct=True, Latent shape=torch.Size([6, 768])
[374/1319] Label=Percentages & Ratios         Expected=360.0, Predicted=96.0, Correct=False, Latent shape=torch.Size([6, 768])
[375/1319] Label=Percentages & Ratios         Expected=9360.0, Predicted=10524.0, Correct=False, Latent shape=torch.Size([6, 768])
[376/1319] Label=Rates & Speed                Expected=72.0, Predicted=30.0, Correct=False, Latent shape=torch.Size([6, 768])
[377/1319] Label=Arithmetic & Multi-step      Expected=12.0, Predicted=12.0, Correct=True, Latent shape=torch.Size([6, 768])
[378/1319] Label=Arithmetic & Multi-step      Expected=14.0, Predicted=14.0, Correct=True, Latent shape=torch.Size([6, 768])
[379/1319] Label=Money & Pricing              Expected=40.0, Predicted=48.0, Correct=False, Latent shape=torch.Size([6, 768])
[380/1319] Label=Arithmetic & Multi-step      Expected=36.0, Predicted=12.0, Correct=False, Latent shape=torch.Size([6, 768])
[381/1319] Label=Fractions & Decimals         Expected=19.0, Predicted=150.0, Correct=False, Latent shape=torch.Size([6, 768])
[382/1319] Label=Money & Pricing              Expected=145.0, Predicted=100.0, Correct=False, Latent shape=torch.Size([6, 768])
[383/1319] Label=Percentages & Ratios         Expected=70000.0, Predicted=15000.0, Correct=False, Latent shape=torch.Size([6, 768])
[384/1319] Label=Arithmetic & Multi-step      Expected=58.0, Predicted=50.0, Correct=False, Latent shape=torch.Size([6, 768])
[385/1319] Label=Percentages & Ratios         Expected=168.0, Predicted=168.0, Correct=True, Latent shape=torch.Size([6, 768])
[386/1319] Label=Arithmetic & Multi-step      Expected=8.0, Predicted=8.0, Correct=True, Latent shape=torch.Size([6, 768])
[387/1319] Label=Money & Pricing              Expected=312.0, Predicted=312.0, Correct=True, Latent shape=torch.Size([6, 768])
[388/1319] Label=Money & Pricing              Expected=70.0, Predicted=70.0, Correct=True, Latent shape=torch.Size([6, 768])
[389/1319] Label=Money & Pricing              Expected=12.0, Predicted=14.0, Correct=False, Latent shape=torch.Size([6, 768])
[390/1319] Label=Money & Pricing              Expected=10.0, Predicted=10.0, Correct=True, Latent shape=torch.Size([6, 768])
[391/1319] Label=Arithmetic & Multi-step      Expected=77.0, Predicted=77.0, Correct=True, Latent shape=torch.Size([6, 768])
[392/1319] Label=Money & Pricing              Expected=4.0, Predicted=6.0, Correct=False, Latent shape=torch.Size([6, 768])
[393/1319] Label=Money & Pricing              Expected=7.0, Predicted=26.0, Correct=False, Latent shape=torch.Size([6, 768])
[394/1319] Label=Rates & Speed                Expected=57500.0, Predicted=15250.0, Correct=False, Latent shape=torch.Size([6, 768])
[395/1319] Label=Arithmetic & Multi-step      Expected=6.0, Predicted=6.0, Correct=True, Latent shape=torch.Size([6, 768])
[396/1319] Label=Fractions & Decimals         Expected=1875.0, Predicted=375.0, Correct=False, Latent shape=torch.Size([6, 768])
[397/1319] Label=Percentages & Ratios         Expected=2.0, Predicted=10.0, Correct=False, Latent shape=torch.Size([6, 768])
[398/1319] Label=Rates & Speed                Expected=50.0, Predicted=75.0, Correct=False, Latent shape=torch.Size([6, 768])
[399/1319] Label=Fractions & Decimals         Expected=1000.0, Predicted=1000.0, Correct=True, Latent shape=torch.Size([6, 768])
[400/1319] Label=Money & Pricing              Expected=500.0, Predicted=500.0, Correct=True, Latent shape=torch.Size([6, 768])
[401/1319] Label=Fractions & Decimals         Expected=50.0, Predicted=50.0, Correct=True, Latent shape=torch.Size([6, 768])
[402/1319] Label=Money & Pricing              Expected=34.0, Predicted=38.0, Correct=False, Latent shape=torch.Size([6, 768])
[403/1319] Label=Percentages & Ratios         Expected=320.0, Predicted=320.0, Correct=True, Latent shape=torch.Size([6, 768])
[404/1319] Label=Fractions & Decimals         Expected=1000.0, Predicted=1000.0, Correct=True, Latent shape=torch.Size([6, 768])
[405/1319] Label=Percentages & Ratios         Expected=2.0, Predicted=1.25, Correct=False, Latent shape=torch.Size([6, 768])
[406/1319] Label=Money & Pricing              Expected=250.0, Predicted=200.0, Correct=False, Latent shape=torch.Size([6, 768])
[407/1319] Label=Arithmetic & Multi-step      Expected=150.0, Predicted=150.0, Correct=True, Latent shape=torch.Size([6, 768])
[408/1319] Label=Arithmetic & Multi-step      Expected=-10.0, Predicted=24.0, Correct=False, Latent shape=torch.Size([6, 768])
[409/1319] Label=Arithmetic & Multi-step      Expected=70.0, Predicted=90.0, Correct=False, Latent shape=torch.Size([6, 768])
[410/1319] Label=Money & Pricing              Expected=6.0, Predicted=6.0, Correct=True, Latent shape=torch.Size([6, 768])
[411/1319] Label=Money & Pricing              Expected=9.0, Predicted=9.0, Correct=True, Latent shape=torch.Size([6, 768])
[412/1319] Label=Arithmetic & Multi-step      Expected=70.0, Predicted=42.0, Correct=False, Latent shape=torch.Size([6, 768])
[413/1319] Label=Arithmetic & Multi-step      Expected=56.0, Predicted=76.0, Correct=False, Latent shape=torch.Size([6, 768])
[414/1319] Label=Rates & Speed                Expected=42.0, Predicted=14.7, Correct=False, Latent shape=torch.Size([6, 768])
[415/1319] Label=Money & Pricing              Expected=10.0, Predicted=10.5, Correct=False, Latent shape=torch.Size([6, 768])
[416/1319] Label=Fractions & Decimals         Expected=11.0, Predicted=22.0, Correct=False, Latent shape=torch.Size([6, 768])
[417/1319] Label=Arithmetic & Multi-step      Expected=8.0, Predicted=8.0, Correct=True, Latent shape=torch.Size([6, 768])
[418/1319] Label=Money & Pricing              Expected=21.0, Predicted=21.0, Correct=True, Latent shape=torch.Size([6, 768])
[419/1319] Label=Arithmetic & Multi-step      Expected=480.0, Predicted=84.0, Correct=False, Latent shape=torch.Size([6, 768])
[420/1319] Label=Money & Pricing              Expected=38.0, Predicted=40.0, Correct=False, Latent shape=torch.Size([6, 768])
[421/1319] Label=Percentages & Ratios         Expected=25.0, Predicted=49.0, Correct=False, Latent shape=torch.Size([6, 768])
[422/1319] Label=Arithmetic & Multi-step      Expected=215.0, Predicted=240.0, Correct=False, Latent shape=torch.Size([6, 768])
[423/1319] Label=Money & Pricing              Expected=12.0, Predicted=10.576, Correct=False, Latent shape=torch.Size([6, 768])
[424/1319] Label=Money & Pricing              Expected=2.0, Predicted=1.0, Correct=False, Latent shape=torch.Size([6, 768])
[425/1319] Label=Rates & Speed                Expected=210.0, Predicted=188.0, Correct=False, Latent shape=torch.Size([6, 768])
[426/1319] Label=Arithmetic & Multi-step      Expected=3.0, Predicted=6.0, Correct=False, Latent shape=torch.Size([6, 768])
[427/1319] Label=Money & Pricing              Expected=3200.0, Predicted=3200.0, Correct=True, Latent shape=torch.Size([6, 768])
[428/1319] Label=Fractions & Decimals         Expected=7.0, Predicted=6.33, Correct=False, Latent shape=torch.Size([6, 768])
[429/1319] Label=Arithmetic & Multi-step      Expected=370.0, Predicted=280.0, Correct=False, Latent shape=torch.Size([6, 768])
