======================================================================
Latent COT Dynamical Systems Analysis
======================================================================
Output directory: results\codi_gpt2\20260416_010237

[Step 1] Loading model...
 Loading weights:   0%|          | 0/154 [00:00<?, ?it/s] Loading weights: 100%|##########| 154/154 [00:00<00:00, 10216.74it/s]
Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
Passing `generation_config` together with generation-related arguments=({'num_return_sequences', 'use_cache'}) is deprecated and will be removed in future versions. Please pass either a `generation_config` object OR all generation parameters explicitly, but not both.
Loaded codi model from checkpoints/codi

[Step 2] Running inference on dataset...

GSM8K concept distribution (full train+test split, 8792 rows):
  Geometry                      : 210
  Rates & Speed                 : 675
  Percentages & Ratios          : 1266
  Money & Pricing               : 2741
  Fractions & Decimals          : 1045
  Multiplication & Division     : 224
  Arithmetic & Multi-step       : 2631
  WARNING: concept 'Geometry' has only 210 samples (quota=2858); using all 210
  WARNING: concept 'Rates & Speed' has only 675 samples (quota=2857); using all 675
  WARNING: concept 'Percentages & Ratios' has only 1266 samples (quota=2857); using all 1266
  WARNING: concept 'Money & Pricing' has only 2741 samples (quota=2857); using all 2741
  WARNING: concept 'Fractions & Decimals' has only 1045 samples (quota=2857); using all 1045
  WARNING: concept 'Multiplication & Division' has only 224 samples (quota=2857); using all 224
  WARNING: concept 'Arithmetic & Multi-step' has only 2631 samples (quota=2857); using all 2631

Stratified sample counts (total=8792):
  Geometry                      : 210
  Rates & Speed                 : 675
  Percentages & Ratios          : 1266
  Money & Pricing               : 2741
  Fractions & Decimals          : 1045
  Multiplication & Division     : 224
  Arithmetic & Multi-step       : 2631
[1/8792] Label=Arithmetic & Multi-step      Expected=7.0, Predicted=2.0, Correct=False, Latent shape=torch.Size([6, 768])
[2021/8792] Label=Fractions & Decimals         Expected=130.0, Predicted=140.0, Correct=False, Latent shape=torch.Size([6, 768])
[2022/8792] Label=Geometry                     Expected=6.0, Predicted=6.0, Correct=True, Latent shape=torch.Size([6, 768])
[2023/8792] Label=Fractions & Decimals         Expected=6.0, Predicted=6.0, Correct=True, Latent shape=torch.Size([6, 768])
[2024/8792] Label=Money & Pricing              Expected=8.0, Predicted=8.0, Correct=True, Latent shape=torch.Size([6, 768])
[2025/8792] Label=Money & Pricing              Expected=10.0, Predicted=10.0, Correct=True, Latent shape=torch.Size([6, 768])
[2026/8792] Label=Fractions & Decimals         Expected=7.0, Predicted=7.0, Correct=True, Latent shape=torch.Size([6, 768])
[2027/8792] Label=Money & Pricing              Expected=58.0, Predicted=58.0, Correct=True, Latent shape=torch.Size([6, 768])
[2028/8792] Label=Money & Pricing              Expected=250.0, Predicted=350.0, Correct=False, Latent shape=torch.Size([6, 768])
[2029/8792] Label=Geometry                     Expected=20.0, Predicted=20.0, Correct=True, Latent shape=torch.Size([6, 768])
[2030/8792] Label=Percentages & Ratios         Expected=325.0, Predicted=325.0, Correct=True, Latent shape=torch.Size([6, 768])
[2031/8792] Label=Percentages & Ratios         Expected=2250.0, Predicted=2250.0, Correct=True, Latent shape=torch.Size([6, 768])
[2032/8792] Label=Arithmetic & Multi-step      Expected=21.0, Predicted=21.0, Correct=True, Latent shape=torch.Size([6, 768])
[2033/8792] Label=Percentages & Ratios         Expected=11.0, Predicted=11.0, Correct=True, Latent shape=torch.Size([6, 768])
[2034/8792] Label=Money & Pricing              Expected=28.0, Predicted=28.0, Correct=True, Latent shape=torch.Size([6, 768])
[2035/8792] Label=Rates & Speed                Expected=25.0, Predicted=8.0, Correct=False, Latent shape=torch.Size([6, 768])
[2036/8792] Label=Money & Pricing              Expected=48.0, Predicted=48.0, Correct=True, Latent shape=torch.Size([6, 768])
[2037/8792] Label=Arithmetic & Multi-step      Expected=105.0, Predicted=105.0, Correct=True, Latent shape=torch.Size([6, 768])
[2038/8792] Label=Fractions & Decimals         Expected=30.0, Predicted=30.0, Correct=True, Latent shape=torch.Size([6, 768])
[2039/8792] Label=Rates & Speed                Expected=12.0, Predicted=12.0, Correct=True, Latent shape=torch.Size([6, 768])
[2040/8792] Label=Multiplication & Division    Expected=450.0, Predicted=450.0, Correct=True, Latent shape=torch.Size([6, 768])
[2041/8792] Label=Money & Pricing              Expected=12.0, Predicted=12.0, Correct=True, Latent shape=torch.Size([6, 768])
[2042/8792] Label=Money & Pricing              Expected=1085.0, Predicted=1170.0, Correct=False, Latent shape=torch.Size([6, 768])
[2043/8792] Label=Money & Pricing              Expected=5.0, Predicted=5.0, Correct=True, Latent shape=torch.Size([6, 768])
[2044/8792] Label=Money & Pricing              Expected=20.0, Predicted=20.0, Correct=True, Latent shape=torch.Size([6, 768])
[2045/8792] Label=Percentages & Ratios         Expected=53.0, Predicted=43.0, Correct=False, Latent shape=torch.Size([6, 768])
[2046/8792] Label=Money & Pricing              Expected=50.0, Predicted=100.0, Correct=False, Latent shape=torch.Size([6, 768])
[2047/8792] Label=Arithmetic & Multi-step      Expected=900.0, Predicted=900.0, Correct=True, Latent shape=torch.Size([6, 768])
[2048/8792] Label=Fractions & Decimals         Expected=48.0, Predicted=30.0, Correct=False, Latent shape=torch.Size([6, 768])
[2049/8792] Label=Fractions & Decimals         Expected=700.0, Predicted=500.0, Correct=False, Latent shape=torch.Size([6, 768])
[2050/8792] Label=Money & Pricing              Expected=18.0, Predicted=18.0, Correct=True, Latent shape=torch.Size([6, 768])
[2051/8792] Label=Money & Pricing              Expected=540.0, Predicted=120.0, Correct=False, Latent shape=torch.Size([6, 768])
[2052/8792] Label=Money & Pricing              Expected=220.0, Predicted=220.0, Correct=True, Latent shape=torch.Size([6, 768])
[2053/8792] Label=Money & Pricing              Expected=82.0, Predicted=78.0, Correct=False, Latent shape=torch.Size([6, 768])
[2054/8792] Label=Fractions & Decimals         Expected=31.0, Predicted=31.0, Correct=True, Latent shape=torch.Size([6, 768])
[2055/8792] Label=Rates & Speed                Expected=3200.0, Predicted=3200.0, Correct=True, Latent shape=torch.Size([6, 768])
[2056/8792] Label=Arithmetic & Multi-step      Expected=87.0, Predicted=59.0, Correct=False, Latent shape=torch.Size([6, 768])
[2057/8792] Label=Geometry                     Expected=100.0, Predicted=250.0, Correct=False, Latent shape=torch.Size([6, 768])
[2058/8792] Label=Arithmetic & Multi-step      Expected=16.0, Predicted=16.0, Correct=True, Latent shape=torch.Size([6, 768])
[2059/8792] Label=Arithmetic & Multi-step      Expected=60.0, Predicted=60.0, Correct=True, Latent shape=torch.Size([6, 768])
[2060/8792] Label=Arithmetic & Multi-step      Expected=4.0, Predicted=3.0, Correct=False, Latent shape=torch.Size([6, 768])
[2061/8792] Label=Money & Pricing              Expected=112.0, Predicted=112.0, Correct=True, Latent shape=torch.Size([6, 768])
[2062/8792] Label=Arithmetic & Multi-step      Expected=2.0, Predicted=3.0, Correct=False, Latent shape=torch.Size([6, 768])
[2063/8792] Label=Money & Pricing              Expected=20.0, Predicted=10.0, Correct=False, Latent shape=torch.Size([6, 768])
[2064/8792] Label=Money & Pricing              Expected=36.0, Predicted=32.0, Correct=False, Latent shape=torch.Size([6, 768])
[2065/8792] Label=Rates & Speed                Expected=10.0, Predicted=10.0, Correct=True, Latent shape=torch.Size([6, 768])
[2066/8792] Label=Arithmetic & Multi-step      Expected=12.0, Predicted=6.0, Correct=False, Latent shape=torch.Size([6, 768])
[2067/8792] Label=Arithmetic & Multi-step      Expected=15.0, Predicted=15.0, Correct=True, Latent shape=torch.Size([6, 768])
[2068/8792] Label=Arithmetic & Multi-step      Expected=2.0, Predicted=2.2, Correct=False, Latent shape=torch.Size([6, 768])
[2069/8792] Label=Money & Pricing              Expected=96.0, Predicted=96.0, Correct=True, Latent shape=torch.Size([6, 768])
[2070/8792] Label=Rates & Speed                Expected=600.0, Predicted=600.0, Correct=True, Latent shape=torch.Size([6, 768])
[2071/8792] Label=Arithmetic & Multi-step      Expected=170.0, Predicted=170.0, Correct=True, Latent shape=torch.Size([6, 768])
[2072/8792] Label=Arithmetic & Multi-step      Expected=14.0, Predicted=2.0, Correct=False, Latent shape=torch.Size([6, 768])
[2073/8792] Label=Geometry                     Expected=468.0, Predicted=294.0, Correct=False, Latent shape=torch.Size([6, 768])
[2074/8792] Label=Arithmetic & Multi-step      Expected=34.0, Predicted=34.0, Correct=True, Latent shape=torch.Size([6, 768])
[2075/8792] Label=Multiplication & Division    Expected=480.0, Predicted=480.0, Correct=True, Latent shape=torch.Size([6, 768])
[2076/8792] Label=Percentages & Ratios         Expected=730.0, Predicted=730.0, Correct=True, Latent shape=torch.Size([6, 768])
[2077/8792] Label=Rates & Speed                Expected=56.0, Predicted=60.0, Correct=False, Latent shape=torch.Size([6, 768])
[2078/8792] Label=Fractions & Decimals         Expected=2.0, Predicted=2.0, Correct=True, Latent shape=torch.Size([6, 768])
[2079/8792] Label=Arithmetic & Multi-step      Expected=5.0, Predicted=5.0, Correct=True, Latent shape=torch.Size([6, 768])
[2080/8792] Label=Arithmetic & Multi-step      Expected=100.0, Predicted=100.0, Correct=True, Latent shape=torch.Size([6, 768])
[2081/8792] Label=Fractions & Decimals         Expected=9.0, Predicted=6.0, Correct=False, Latent shape=torch.Size([6, 768])
[2082/8792] Label=Arithmetic & Multi-step      Expected=22.0, Predicted=22.0, Correct=True, Latent shape=torch.Size([6, 768])
[2083/8792] Label=Geometry                     Expected=11232.0, Predicted=1260.0, Correct=False, Latent shape=torch.Size([6, 768])
[2084/8792] Label=Percentages & Ratios         Expected=51.0, Predicted=32.0, Correct=False, Latent shape=torch.Size([6, 768])
[2085/8792] Label=Money & Pricing              Expected=12.0, Predicted=9.5, Correct=False, Latent shape=torch.Size([6, 768])
[2086/8792] Label=Percentages & Ratios         Expected=129200.0, Predicted=131280.0, Correct=False, Latent shape=torch.Size([6, 768])
[2087/8792] Label=Money & Pricing              Expected=14.0, Predicted=14.0, Correct=True, Latent shape=torch.Size([6, 768])
[2088/8792] Label=Arithmetic & Multi-step      Expected=842.0, Predicted=802.0, Correct=False, Latent shape=torch.Size([6, 768])
[2089/8792] Label=Rates & Speed                Expected=400.0, Predicted=600.0, Correct=False, Latent shape=torch.Size([6, 768])
[2090/8792] Label=Money & Pricing              Expected=1.0, Predicted=1.0, Correct=True, Latent shape=torch.Size([6, 768])
[2091/8792] Label=Money & Pricing              Expected=36.0, Predicted=36.0, Correct=True, Latent shape=torch.Size([6, 768])
[2092/8792] Label=Fractions & Decimals         Expected=4.0, Predicted=4.0, Correct=True, Latent shape=torch.Size([6, 768])
[2093/8792] Label=Percentages & Ratios         Expected=7520.0, Predicted=7680.0, Correct=False, Latent shape=torch.Size([6, 768])
[2094/8792] Label=Rates & Speed                Expected=2.0, Predicted=2.0, Correct=True, Latent shape=torch.Size([6, 768])
[2095/8792] Label=Money & Pricing              Expected=16.0, Predicted=32.0, Correct=False, Latent shape=torch.Size([6, 768])
[2096/8792] Label=Percentages & Ratios         Expected=112.0, Predicted=108.0, Correct=False, Latent shape=torch.Size([6, 768])
[2097/8792] Label=Rates & Speed                Expected=3.0, Predicted=1.5, Correct=False, Latent shape=torch.Size([6, 768])
[2098/8792] Label=Percentages & Ratios         Expected=27.0, Predicted=27.0, Correct=True, Latent shape=torch.Size([6, 768])
[2099/8792] Label=Money & Pricing              Expected=68.0, Predicted=67.5, Correct=False, Latent shape=torch.Size([6, 768])
[2100/8792] Label=Arithmetic & Multi-step      Expected=96.0, Predicted=92.0, Correct=False, Latent shape=torch.Size([6, 768])
[2101/8792] Label=Percentages & Ratios         Expected=60.0, Predicted=60.0, Correct=True, Latent shape=torch.Size([6, 768])
[2102/8792] Label=Percentages & Ratios         Expected=66.0, Predicted=66.0, Correct=True, Latent shape=torch.Size([6, 768])
[2103/8792] Label=Rates & Speed                Expected=33.0, Predicted=33.0, Correct=True, Latent shape=torch.Size([6, 768])
[2104/8792] Label=Money & Pricing              Expected=6.0, Predicted=6.0, Correct=True, Latent shape=torch.Size([6, 768])
[2105/8792] Label=Arithmetic & Multi-step      Expected=18.0, Predicted=18.0, Correct=True, Latent shape=torch.Size([6, 768])
[2106/8792] Label=Money & Pricing              Expected=110.0, Predicted=110.0, Correct=True, Latent shape=torch.Size([6, 768])
[2107/8792] Label=Arithmetic & Multi-step      Expected=75.0, Predicted=75.0, Correct=True, Latent shape=torch.Size([6, 768])
[2108/8792] Label=Money & Pricing              Expected=43.0, Predicted=45.0, Correct=False, Latent shape=torch.Size([6, 768])
[2109/8792] Label=Arithmetic & Multi-step      Expected=150.0, Predicted=150.0, Correct=True, Latent shape=torch.Size([6, 768])
[2110/8792] Label=Money & Pricing              Expected=6.0, Predicted=6.0, Correct=True, Latent shape=torch.Size([6, 768])
[2111/8792] Label=Arithmetic & Multi-step      Expected=25.0, Predicted=25.0, Correct=True, Latent shape=torch.Size([6, 768])
[2112/8792] Label=Rates & Speed                Expected=250.0, Predicted=250.0, Correct=True, Latent shape=torch.Size([6, 768])
[2113/8792] Label=Money & Pricing              Expected=27.0, Predicted=27.0, Correct=True, Latent shape=torch.Size([6, 768])
[2114/8792] Label=Arithmetic & Multi-step      Expected=6.0, Predicted=19.0, Correct=False, Latent shape=torch.Size([6, 768])
[2115/8792] Label=Money & Pricing              Expected=14.0, Predicted=14.0, Correct=True, Latent shape=torch.Size([6, 768])
[2116/8792] Label=Fractions & Decimals         Expected=3.0, Predicted=3.0, Correct=True, Latent shape=torch.Size([6, 768])
[2117/8792] Label=Arithmetic & Multi-step      Expected=28.0, Predicted=28.0, Correct=True, Latent shape=torch.Size([6, 768])
[2118/8792] Label=Money & Pricing              Expected=5.0, Predicted=5.0, Correct=True, Latent shape=torch.Size([6, 768])
[2119/8792] Label=Money & Pricing              Expected=350.0, Predicted=450.0, Correct=False, Latent shape=torch.Size([6, 768])
[2120/8792] Label=Money & Pricing              Expected=33.0, Predicted=-55.0, Correct=False, Latent shape=torch.Size([6, 768])
[2121/8792] Label=Arithmetic & Multi-step      Expected=70.0, Predicted=70.0, Correct=True, Latent shape=torch.Size([6, 768])
[2122/8792] Label=Money & Pricing              Expected=32.0, Predicted=32.0, Correct=True, Latent shape=torch.Size([6, 768])
[2123/8792] Label=Fractions & Decimals         Expected=129.0, Predicted=129.0, Correct=True, Latent shape=torch.Size([6, 768])
[2124/8792] Label=Rates & Speed                Expected=17.0, Predicted=17.0, Correct=True, Latent shape=torch.Size([6, 768])
[2125/8792] Label=Arithmetic & Multi-step      Expected=99.0, Predicted=99.8, Correct=False, Latent shape=torch.Size([6, 768])
[2126/8792] Label=Percentages & Ratios         Expected=95.0, Predicted=95.0, Correct=True, Latent shape=torch.Size([6, 768])
[2127/8792] Label=Percentages & Ratios         Expected=1300.0, Predicted=1300.0, Correct=True, Latent shape=torch.Size([6, 768])
[2128/8792] Label=Arithmetic & Multi-step      Expected=49.0, Predicted=49.0, Correct=True, Latent shape=torch.Size([6, 768])
[2129/8792] Label=Arithmetic & Multi-step      Expected=22.0, Predicted=22.0, Correct=True, Latent shape=torch.Size([6, 768])
[2130/8792] Label=Money & Pricing              Expected=50.0, Predicted=25.0, Correct=False, Latent shape=torch.Size([6, 768])
[2131/8792] Label=Arithmetic & Multi-step      Expected=390.0, Predicted=390.0, Correct=True, Latent shape=torch.Size([6, 768])
[2132/8792] Label=Percentages & Ratios         Expected=44.0, Predicted=44.0, Correct=True, Latent shape=torch.Size([6, 768])
[2133/8792] Label=Money & Pricing              Expected=10.0, Predicted=2.0, Correct=False, Latent shape=torch.Size([6, 768])
[2134/8792] Label=Money & Pricing              Expected=2100.0, Predicted=1800.0, Correct=False, Latent shape=torch.Size([6, 768])
[2135/8792] Label=Arithmetic & Multi-step      Expected=57.0, Predicted=57.0, Correct=True, Latent shape=torch.Size([6, 768])
[2136/8792] Label=Money & Pricing              Expected=144.0, Predicted=144.0, Correct=True, Latent shape=torch.Size([6, 768])
[2137/8792] Label=Geometry                     Expected=20000.0, Predicted=20000.0, Correct=True, Latent shape=torch.Size([6, 768])
[2138/8792] Label=Arithmetic & Multi-step      Expected=30.0, Predicted=30.0, Correct=True, Latent shape=torch.Size([6, 768])
[2139/8792] Label=Arithmetic & Multi-step      Expected=71.0, Predicted=71.0, Correct=True, Latent shape=torch.Size([6, 768])
[2140/8792] Label=Fractions & Decimals         Expected=75.0, Predicted=75.0, Correct=True, Latent shape=torch.Size([6, 768])
[2141/8792] Label=Percentages & Ratios         Expected=260.0, Predicted=300.0, Correct=False, Latent shape=torch.Size([6, 768])
[2142/8792] Label=Money & Pricing              Expected=9.0, Predicted=9.0, Correct=True, Latent shape=torch.Size([6, 768])
[2143/8792] Label=Rates & Speed                Expected=17.0, Predicted=17.0, Correct=True, Latent shape=torch.Size([6, 768])
[2144/8792] Label=Money & Pricing              Expected=130.0, Predicted=130.0, Correct=True, Latent shape=torch.Size([6, 768])
[2145/8792] Label=Arithmetic & Multi-step      Expected=5.0, Predicted=3.0, Correct=False, Latent shape=torch.Size([6, 768])
[2146/8792] Label=Arithmetic & Multi-step      Expected=144.0, Predicted=144.0, Correct=True, Latent shape=torch.Size([6, 768])
[2147/8792] Label=Arithmetic & Multi-step      Expected=5.0, Predicted=5.33, Correct=False, Latent shape=torch.Size([6, 768])
[2148/8792] Label=Arithmetic & Multi-step      Expected=300.0, Predicted=300.0, Correct=True, Latent shape=torch.Size([6, 768])
[2149/8792] Label=Rates & Speed                Expected=7.0, Predicted=7.0, Correct=True, Latent shape=torch.Size([6, 768])
[2150/8792] Label=Percentages & Ratios         Expected=38000.0, Predicted=38000.0, Correct=True, Latent shape=torch.Size([6, 768])
[2151/8792] Label=Money & Pricing              Expected=41.0, Predicted=50.0, Correct=False, Latent shape=torch.Size([6, 768])
[2152/8792] Label=Money & Pricing              Expected=2.0, Predicted=0.4, Correct=False, Latent shape=torch.Size([6, 768])
[2153/8792] Label=Money & Pricing              Expected=2000.0, Predicted=2000.0, Correct=True, Latent shape=torch.Size([6, 768])
[2154/8792] Label=Rates & Speed                Expected=1.0, Predicted=9.0, Correct=False, Latent shape=torch.Size([6, 768])
[2155/8792] Label=Money & Pricing              Expected=26.0, Predicted=26.0, Correct=True, Latent shape=torch.Size([6, 768])
[2156/8792] Label=Percentages & Ratios         Expected=4.0, Predicted=100.0, Correct=False, Latent shape=torch.Size([6, 768])
[2157/8792] Label=Fractions & Decimals         Expected=240.0, Predicted=240.0, Correct=True, Latent shape=torch.Size([6, 768])
[2158/8792] Label=Arithmetic & Multi-step      Expected=3.0, Predicted=3.0, Correct=True, Latent shape=torch.Size([6, 768])
[2159/8792] Label=Arithmetic & Multi-step      Expected=812.0, Predicted=812.0, Correct=True, Latent shape=torch.Size([6, 768])
[2160/8792] Label=Arithmetic & Multi-step      Expected=18.0, Predicted=18.0, Correct=True, Latent shape=torch.Size([6, 768])
[2161/8792] Label=Arithmetic & Multi-step      Expected=33.0, Predicted=33.0, Correct=True, Latent shape=torch.Size([6, 768])
[2162/8792] Label=Percentages & Ratios         Expected=90.0, Predicted=75.0, Correct=False, Latent shape=torch.Size([6, 768])
[2163/8792] Label=Money & Pricing              Expected=1940.0, Predicted=1980.0, Correct=False, Latent shape=torch.Size([6, 768])
[2164/8792] Label=Arithmetic & Multi-step      Expected=5.0, Predicted=6.0, Correct=False, Latent shape=torch.Size([6, 768])
[2165/8792] Label=Money & Pricing              Expected=85.0, Predicted=35.0, Correct=False, Latent shape=torch.Size([6, 768])
[2166/8792] Label=Money & Pricing              Expected=110.0, Predicted=50.0, Correct=False, Latent shape=torch.Size([6, 768])
[2167/8792] Label=Arithmetic & Multi-step      Expected=19.0, Predicted=21.0, Correct=False, Latent shape=torch.Size([6, 768])
[2168/8792] Label=Arithmetic & Multi-step      Expected=9.0, Predicted=-5.0, Correct=False, Latent shape=torch.Size([6, 768])
[2169/8792] Label=Money & Pricing              Expected=2.0, Predicted=2.0, Correct=True, Latent shape=torch.Size([6, 768])
[2170/8792] Label=Money & Pricing              Expected=5000.0, Predicted=5000.0, Correct=True, Latent shape=torch.Size([6, 768])
[2171/8792] Label=Percentages & Ratios         Expected=1340.0, Predicted=1470.0, Correct=False, Latent shape=torch.Size([6, 768])
[2172/8792] Label=Arithmetic & Multi-step      Expected=1000.0, Predicted=1000.0, Correct=True, Latent shape=torch.Size([6, 768])
[2173/8792] Label=Arithmetic & Multi-step      Expected=19.0, Predicted=19.0, Correct=True, Latent shape=torch.Size([6, 768])
[2174/8792] Label=Arithmetic & Multi-step      Expected=3000.0, Predicted=3000.0, Correct=True, Latent shape=torch.Size([6, 768])
[2175/8792] Label=Money & Pricing              Expected=4.0, Predicted=4.0, Correct=True, Latent shape=torch.Size([6, 768])
[2176/8792] Label=Arithmetic & Multi-step      Expected=37.0, Predicted=48.5, Correct=False, Latent shape=torch.Size([6, 768])
[2177/8792] Label=Money & Pricing              Expected=6.0, Predicted=6.0, Correct=True, Latent shape=torch.Size([6, 768])
[2178/8792] Label=Percentages & Ratios         Expected=520.0, Predicted=520.0, Correct=True, Latent shape=torch.Size([6, 768])
[2179/8792] Label=Money & Pricing              Expected=20000.0, Predicted=20000.0, Correct=True, Latent shape=torch.Size([6, 768])
[2180/8792] Label=Money & Pricing              Expected=26.0, Predicted=26.0, Correct=True, Latent shape=torch.Size([6, 768])
[2181/8792] Label=Money & Pricing              Expected=2215.0, Predicted=2198.0, Correct=False, Latent shape=torch.Size([6, 768])
[2182/8792] Label=Money & Pricing              Expected=705.0, Predicted=705.0, Correct=True, Latent shape=torch.Size([6, 768])
[2183/8792] Label=Geometry                     Expected=42.0, Predicted=24.0, Correct=False, Latent shape=torch.Size([6, 768])
[2184/8792] Label=Money & Pricing              Expected=180.0, Predicted=180.0, Correct=True, Latent shape=torch.Size([6, 768])
[2185/8792] Label=Money & Pricing              Expected=225.0, Predicted=120.0, Correct=False, Latent shape=torch.Size([6, 768])
[2186/8792] Label=Arithmetic & Multi-step      Expected=240.0, Predicted=240.0, Correct=True, Latent shape=torch.Size([6, 768])
[2187/8792] Label=Money & Pricing              Expected=30.0, Predicted=30.0, Correct=True, Latent shape=torch.Size([6, 768])
[2188/8792] Label=Money & Pricing              Expected=6.0, Predicted=6.0, Correct=True, Latent shape=torch.Size([6, 768])
[2189/8792] Label=Multiplication & Division    Expected=2000.0, Predicted=2000.0, Correct=True, Latent shape=torch.Size([6, 768])
[2190/8792] Label=Arithmetic & Multi-step      Expected=620.0, Predicted=620.0, Correct=True, Latent shape=torch.Size([6, 768])
[2191/8792] Label=Arithmetic & Multi-step      Expected=28.0, Predicted=32.0, Correct=False, Latent shape=torch.Size([6, 768])
[2192/8792] Label=Arithmetic & Multi-step      Expected=5.0, Predicted=5.0, Correct=True, Latent shape=torch.Size([6, 768])
[2193/8792] Label=Money & Pricing              Expected=21600.0, Predicted=21600.0, Correct=True, Latent shape=torch.Size([6, 768])
[2194/8792] Label=Multiplication & Division    Expected=75.0, Predicted=75.0, Correct=True, Latent shape=torch.Size([6, 768])
[2195/8792] Label=Money & Pricing              Expected=6.0, Predicted=5.25, Correct=False, Latent shape=torch.Size([6, 768])
[2196/8792] Label=Percentages & Ratios         Expected=72.0, Predicted=72.0, Correct=True, Latent shape=torch.Size([6, 768])
[2197/8792] Label=Percentages & Ratios         Expected=19.0, Predicted=42.0, Correct=False, Latent shape=torch.Size([6, 768])
[2198/8792] Label=Arithmetic & Multi-step      Expected=300.0, Predicted=2400.0, Correct=False, Latent shape=torch.Size([6, 768])
[2199/8792] Label=Percentages & Ratios         Expected=40.0, Predicted=40.0, Correct=True, Latent shape=torch.Size([6, 768])
[2200/8792] Label=Arithmetic & Multi-step      Expected=70.0, Predicted=70.0, Correct=True, Latent shape=torch.Size([6, 768])
[2201/8792] Label=Multiplication & Division    Expected=73.0, Predicted=92.0, Correct=False, Latent shape=torch.Size([6, 768])
[2202/8792] Label=Arithmetic & Multi-step      Expected=4.0, Predicted=16.0, Correct=False, Latent shape=torch.Size([6, 768])
[2203/8792] Label=Arithmetic & Multi-step      Expected=4.0, Predicted=4.0, Correct=True, Latent shape=torch.Size([6, 768])
[2204/8792] Label=Arithmetic & Multi-step      Expected=9.0, Predicted=9.0, Correct=True, Latent shape=torch.Size([6, 768])
[2205/8792] Label=Percentages & Ratios         Expected=800.0, Predicted=800.0, Correct=True, Latent shape=torch.Size([6, 768])
[2206/8792] Label=Rates & Speed                Expected=760.0, Predicted=760.0, Correct=True, Latent shape=torch.Size([6, 768])
[2207/8792] Label=Money & Pricing              Expected=27.0, Predicted=33.67, Correct=False, Latent shape=torch.Size([6, 768])
[2208/8792] Label=Arithmetic & Multi-step      Expected=12.0, Predicted=12.0, Correct=True, Latent shape=torch.Size([6, 768])
[2209/8792] Label=Arithmetic & Multi-step      Expected=60.0, Predicted=60.0, Correct=True, Latent shape=torch.Size([6, 768])
[2210/8792] Label=Percentages & Ratios         Expected=32.0, Predicted=22.0, Correct=False, Latent shape=torch.Size([6, 768])
[2211/8792] Label=Money & Pricing              Expected=160.0, Predicted=-10.0, Correct=False, Latent shape=torch.Size([6, 768])
[2212/8792] Label=Money & Pricing              Expected=5.0, Predicted=3.0, Correct=False, Latent shape=torch.Size([6, 768])
[2213/8792] Label=Money & Pricing              Expected=36.0, Predicted=36.0, Correct=True, Latent shape=torch.Size([6, 768])
[2214/8792] Label=Money & Pricing              Expected=20.0, Predicted=20.0, Correct=True, Latent shape=torch.Size([6, 768])
[2215/8792] Label=Fractions & Decimals         Expected=1360.0, Predicted=1360.0, Correct=True, Latent shape=torch.Size([6, 768])
[2216/8792] Label=Arithmetic & Multi-step      Expected=10.0, Predicted=10.0, Correct=True, Latent shape=torch.Size([6, 768])
[2217/8792] Label=Money & Pricing              Expected=56.0, Predicted=56.0, Correct=True, Latent shape=torch.Size([6, 768])
[2218/8792] Label=Arithmetic & Multi-step      Expected=14.0, Predicted=19.0, Correct=False, Latent shape=torch.Size([6, 768])
[2219/8792] Label=Arithmetic & Multi-step      Expected=24.0, Predicted=24.0, Correct=True, Latent shape=torch.Size([6, 768])
[2220/8792] Label=Percentages & Ratios         Expected=50000.0, Predicted=55000.0, Correct=False, Latent shape=torch.Size([6, 768])
[2221/8792] Label=Money & Pricing              Expected=14400.0, Predicted=14400.0, Correct=True, Latent shape=torch.Size([6, 768])
[2222/8792] Label=Arithmetic & Multi-step      Expected=7.0, Predicted=12.0, Correct=False, Latent shape=torch.Size([6, 768])
[2223/8792] Label=Fractions & Decimals         Expected=20.0, Predicted=20.0, Correct=True, Latent shape=torch.Size([6, 768])
[2224/8792] Label=Fractions & Decimals         Expected=194.0, Predicted=198.0, Correct=False, Latent shape=torch.Size([6, 768])
[2225/8792] Label=Fractions & Decimals         Expected=17.0, Predicted=14.0, Correct=False, Latent shape=torch.Size([6, 768])
[2226/8792] Label=Percentages & Ratios         Expected=112.0, Predicted=112.0, Correct=True, Latent shape=torch.Size([6, 768])
[2227/8792] Label=Percentages & Ratios         Expected=2802.0, Predicted=2802.0, Correct=True, Latent shape=torch.Size([6, 768])
[2228/8792] Label=Arithmetic & Multi-step      Expected=2.0, Predicted=2.0, Correct=True, Latent shape=torch.Size([6, 768])
[2229/8792] Label=Arithmetic & Multi-step      Expected=17.0, Predicted=16.0, Correct=False, Latent shape=torch.Size([6, 768])
[2230/8792] Label=Geometry                     Expected=21.0, Predicted=21.0, Correct=True, Latent shape=torch.Size([6, 768])
[2231/8792] Label=Money & Pricing              Expected=14000.0, Predicted=14000.0, Correct=True, Latent shape=torch.Size([6, 768])
[2232/8792] Label=Arithmetic & Multi-step      Expected=98.0, Predicted=93.0, Correct=False, Latent shape=torch.Size([6, 768])
[2233/8792] Label=Fractions & Decimals         Expected=8.0, Predicted=6.0, Correct=False, Latent shape=torch.Size([6, 768])
[2234/8792] Label=Arithmetic & Multi-step      Expected=940.0, Predicted=940.0, Correct=True, Latent shape=torch.Size([6, 768])
